dataset_id,dataset_name,platform,tissue,candidate_accession,found_in,n_candidates_in_paper,source_doi,paperclip_doc,current_access_link
sanchezferras2021_spatial_tran,Urinary tract development dataset,Spatial Transcriptomics,kidney,GSE160137,body,3,10.1038/s41467-021-22931-5,PMC8113267,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,10.5281/zenodo.4002777,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,10.5281/zenodo.4002777,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSE124305,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSE124305,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSE169379,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSE169379,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSE171351,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSE171351,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSE87304,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSE87304,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSM2470230,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSM2470230,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSM2470246,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSM2470246,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,GSM2470248,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,GSM2470248,body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,"figshare.com/s/2005255a8b65de23109f,",body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,"figshare.com/s/2005255a8b65de23109f,",body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_spatial_tran,Bladder cancer spatial transcriptomics,Spatial Transcriptomics,bladder,"figshare.com/s/4610a15363c8306dfa36,",body,10,10.1038/s41467-021-25103-7,PMC8361097,
gouin2021_unknown,Gouin2021 datasets,,Bladder cancer,"figshare.com/s/4610a15363c8306dfa36,",body,10,10.1038/s41467-021-25103-7,PMC8361097,
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,E-MTAB-7320,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE103840,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE103892,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE108788,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE110823,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE130312,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE158380,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE161621,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,GSE167597,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,SRP117627,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,SRP117727,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,SRP128071,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,SRP133097,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
independent_adul2021_10x_genomics,Independent adult lumbar spinal cord single-nucleus dataset (generated in this study),10x Genomics Chromium Single Cell 3' Kit (v3),lumbar spinal cord,SRP135960,body,14,10.1038/s41467-021-25125-1,PMC8481483,GSE158380
andersson2021_unknown,HER2-positive breast tumors,,breast cancer,GSE144240,body,1,10.1038/s41467-021-26271-2,PMC8516894,EGA: EGAD00001008031
andersson2021_visium,"Breast Cancer Dataset (HER2 Breast Cancer samples A3, B3, B6, D1, D2, D3, D5, E1)",Visium,breast tumor,GSE144240,body,1,10.1038/s41467-021-26271-2,PMC8516894,github.com/almaan/her2st
andersson2021_spatial_tran,HER2-positive breast cancer ST data,spatial transcriptomics,breast cancer,GSE144240,body,1,10.1038/s41467-021-26271-2,PMC8516894,http://sdmbench.drai.cn/
andersson2021_10x_genomics,HER2+,10X Genomics,breast cancer,GSE144240,body,1,10.1038/s41467-021-26271-2,PMC8516894,https://github.com/almaan/her2st/
andersson2021_microarray_t,HER2ST,microarray technology,breast cancer,GSE144240,body,1,10.1038/s41467-021-26271-2,PMC8516894,
hunter2021_spatial_tran,Zebrafish tumor-microenvironment dataset,Spatial Transcriptomics,skin,10.5281/zenodo.5512629,body,2,10.1038/s41467-021-26614-z,PMC8560802,
hunter2021_spatial_tran,Zebrafish tumor-microenvironment dataset,Spatial Transcriptomics,skin,GSE174401,body,2,10.1038/s41467-021-26614-z,PMC8560802,
hildebrandt2021_spatial_tran,Mouse liver zonation spatial transcriptomics,Spatial Transcriptomics,liver,10.5281/zenodo.55176001,body,2,10.1038/s41467-021-27354-w,PMC8640072,
spatial_transcri2021_spatial_tran,Spatial Transcriptomics liver sections,Spatial Transcriptomics,liver,10.5281/zenodo.55176001,body,2,10.1038/s41467-021-27354-w,PMC8640072,
hildebrandt2021_spatial_tran,Mouse liver zonation spatial transcriptomics,Spatial Transcriptomics,liver,10.5281/zenodo.5595907,body,2,10.1038/s41467-021-27354-w,PMC8640072,
spatial_transcri2021_spatial_tran,Spatial Transcriptomics liver sections,Spatial Transcriptomics,liver,10.5281/zenodo.5595907,body,2,10.1038/s41467-021-27354-w,PMC8640072,
parigi2022_spatial_tran,Healing mouse intestine spatial dataset,Spatial Transcriptomics,intestine,GSE131032,body,5,10.1038/s41467-022-28497-0,PMC8837647,
parigi2022_spatial_tran,Healing mouse intestine spatial dataset,Spatial Transcriptomics,intestine,GSE158702,body,5,10.1038/s41467-022-28497-0,PMC8837647,
parigi2022_spatial_tran,Healing mouse intestine spatial dataset,Spatial Transcriptomics,intestine,GSE163638,body,5,10.1038/s41467-022-28497-0,PMC8837647,
parigi2022_spatial_tran,Healing mouse intestine spatial dataset,Spatial Transcriptomics,intestine,GSE169749,body,5,10.1038/s41467-022-28497-0,PMC8837647,
parigi2022_spatial_tran,Healing mouse intestine spatial dataset,Spatial Transcriptomics,intestine,GSE190595,body,5,10.1038/s41467-022-28497-0,PMC8837647,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE13294,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE14333,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE17536,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE17537,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE18105,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE20916,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE21510,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE23878,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE33113,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE37892,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE39582,body,12,10.1038/s41467-022-29366-6,PMC8976074,
qi2022_visium,CRC dataset (CRC-2),10x Visium,Colorectum,GSE41568,body,12,10.1038/s41467-022-29366-6,PMC8976074,
dataset_2_lymph_2022_codex,Dataset 2 (lymph node),CODEX,lymph node,10.5281/zenodo.5655737,body,3,10.1038/s41467-022-29667-w,PMC9010440,HBM279.TQRS.775
dataset_2_lymph_2022_codex,Dataset 2 (lymph node),CODEX,lymph node,10.5281/zenodo.5655738,body,3,10.1038/s41467-022-29667-w,PMC9010440,HBM279.TQRS.775
dataset_2_lymph_2022_codex,Dataset 2 (lymph node),CODEX,lymph node,10.5281/zenodo.6228840,body,3,10.1038/s41467-022-29667-w,PMC9010440,HBM279.TQRS.775
stage_3_and_stag2022_10x_chromium,Stage 3 and Stage 4 floral meristem snRNA-seq,10x Chromium Single Cell 3' Reagent Kits v3,Floral meristems,GSE28109,body,4,10.1038/s41467-022-30177-y,PMC9122980,
ap3_and_ag_domai2022_smartseq_v4,AP3- and AG-domain FANS RNA-seq,SMART-Seq v4 Ultra Low Input RNA Kit,AP3 and AG expression domains in floral meristems,GSE28109,body,4,10.1038/s41467-022-30177-y,PMC9122980,
stage_3_and_stag2022_10x_chromium,Stage 3 and Stage 4 floral meristem snRNA-seq,10x Chromium Single Cell 3' Reagent Kits v3,Floral meristems,PRJNA314076,body,4,10.1038/s41467-022-30177-y,PMC9122980,
ap3_and_ag_domai2022_smartseq_v4,AP3- and AG-domain FANS RNA-seq,SMART-Seq v4 Ultra Low Input RNA Kit,AP3 and AG expression domains in floral meristems,PRJNA314076,body,4,10.1038/s41467-022-30177-y,PMC9122980,
stage_3_and_stag2022_10x_chromium,Stage 3 and Stage 4 floral meristem snRNA-seq,10x Chromium Single Cell 3' Reagent Kits v3,Floral meristems,PRJNA471232,body,4,10.1038/s41467-022-30177-y,PMC9122980,
ap3_and_ag_domai2022_smartseq_v4,AP3- and AG-domain FANS RNA-seq,SMART-Seq v4 Ultra Low Input RNA Kit,AP3 and AG expression domains in floral meristems,PRJNA471232,body,4,10.1038/s41467-022-30177-y,PMC9122980,
stage_3_and_stag2022_10x_chromium,Stage 3 and Stage 4 floral meristem snRNA-seq,10x Chromium Single Cell 3' Reagent Kits v3,Floral meristems,PRJNA595605,body,4,10.1038/s41467-022-30177-y,PMC9122980,
ap3_and_ag_domai2022_smartseq_v4,AP3- and AG-domain FANS RNA-seq,SMART-Seq v4 Ultra Low Input RNA Kit,AP3 and AG expression domains in floral meristems,PRJNA595605,body,4,10.1038/s41467-022-30177-y,PMC9122980,
jung2022_visium,Spatiotemporal cardiac infarction dataset,10x Visium,Heart,GSE163129,body,2,10.1038/s41467-022-32284-2,PMC9357004,
jung2022_visium,Spatiotemporal cardiac infarction dataset,10x Visium,Heart,GSE165857,body,2,10.1038/s41467-022-32284-2,PMC9357004,
duhamel2022_maldimsi_lc,Glioblastoma patient cohort spatial omics dataset,MALDI-MSI / LC-MS/MS,Glioblastoma,PXD016165,body,1,10.1038/s41467-022-34208-6,PMC9636229,PXD016165
tietscher2023_imc,Breast Cancer IMC Dataset,IMC,breast tumor tissue,zenodo.org/record/3841961,body,1,10.1038/s41467-022-35238-w,PMC9822999,
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,10.5061/dryad.8t8s248,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,10.5281/zenodo.7315186,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,10.5281/zenodo.7340795,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,CNP0002966,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,GSE112393,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,GSE113576,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
mouse_brain_hemi2022_stereo,mouse brain hemisphere dataset,Stereo-seq,brain hemisphere,SRP135960,body,7,10.1038/s41467-022-35288-0,PMC9741613,https://db.cngb.org/search/project/CNP0002966/
ma2022_masp_microsc,mouse brain coronal spatial proteomics data,MASP (micro-scaffold followed by LC-MS/MS),brain coronal section,10.5281/zenodo.7320146,body,2,10.1038/s41467-022-35367-2,PMC9751300,
ma2022_masp_microsc,mouse brain coronal spatial proteomics data,MASP (micro-scaffold followed by LC-MS/MS),brain coronal section,PXD037041,body,2,10.1038/s41467-022-35367-2,PMC9751300,
mirzazadeh2023_smallintestine_visium,Human small intestine Visium (degraded/challenging FF samples),10x Visium,small intestine,10.5281/zenodo.7524632,body,1,10.1038/s41467-023-36071-5,PMC9889806,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,E-MTAB-6149,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE139324,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE140228,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE141445,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE181294,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE21034,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE5099,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE70770,body,9,10.1038/s41467-023-36325-2,PMC9905093,
hirz2023_slideseq,Slide-seqV2 human prostate tumor dataset,Slide-seqV2,prostate,GSE97284,body,9,10.1038/s41467-023-36325-2,PMC9905093,
xun2023_visium,HER2-Amplified Invasive Ductal Carcinoma (IDC),10x Visium,Breast Cancer,10.5281/zenodo.7519134,body,1,10.1038/s41467-023-36560-7,PMC9941488,www.10xgenomics.com/datasets/human-breast-cancer-IDC
ren2023_visium,Ren et al. 2023,10X Visium,malignant gliomas,GSM3828672,body,2,10.1038/s41467-023-36707-6,PMC9950149,
ren2023_visium,Ren et al. 2023,10X Visium,malignant gliomas,singlecell.broadinstitute.org/single_cell,body,2,10.1038/s41467-023-36707-6,PMC9950149,
mouse_breast_can2023_visium,Mouse breast cancer serial sections,10x Visium,mammary fat pad tumor (breast cancer),GSE144136,body,1,10.1038/s41467-023-36796-3,PMC9977836,
xdbit_multi_orga2023_dbit,"xDBiT multi-organ datasets (cerebellum, liver, kidney, spleen, heart)",xDBiT,"Cerebellum, liver, kidney, spleen, heart",10.5281/zenodo.7615402,body,4,10.1038/s41467-023-37111-w,PMC10024691,
xdbit_multi_orga2023_dbit,"xDBiT multi-organ datasets (cerebellum, liver, kidney, spleen, heart)",xDBiT,"Cerebellum, liver, kidney, spleen, heart",GSE137986,body,4,10.1038/s41467-023-37111-w,PMC10024691,
xdbit_multi_orga2023_dbit,"xDBiT multi-organ datasets (cerebellum, liver, kidney, spleen, heart)",xDBiT,"Cerebellum, liver, kidney, spleen, heart",GSM4189612,body,4,10.1038/s41467-023-37111-w,PMC10024691,
xdbit_multi_orga2023_dbit,"xDBiT multi-organ datasets (cerebellum, liver, kidney, spleen, heart)",xDBiT,"Cerebellum, liver, kidney, spleen, heart",GSM4189613,body,4,10.1038/s41467-023-37111-w,PMC10024691,
li2023_stereo,Zebrafish Embryo (ZE),Stereo-seq,Embryo,10.5281/zenodo.7674290,body,1,10.1038/s41467-023-37168-7,PMC10027878,
cui2023_visium,Planarian regeneration dataset,10x Visium,planarian,GSE72389,body,1,10.1038/s41467-023-39016-0,PMC10238425,https://ngdc.cncb.ac.cn/omix/release/OMIX003867
janesick2023_xenium,10x Xenium breast cancer dataset (IDC and ILC) / Human BRCA Xenium dataset,10x Xenium,breast cancer,GSE243280,body,1,10.1038/s41467-023-43458-x,PMC10730913,GSM7780153
janesick2022_visium,Human breast cancer Visium data,Visium,Breast cancer,GSE243280,body,1,10.1038/s41467-023-43458-x,PMC10730913,10.1101/2022.10.06.510405
janesick2022_xenium,Human breast cancer Xenium dataset,Xenium,Ductal carcinoma in situ,GSE243280,body,1,10.1038/s41467-023-43458-x,PMC10730913,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast
janesick2023_xenium_2,human breast cancer,10x Xenium,breast tissue,GSE243280,body,1,10.1038/s41467-023-43458-x,PMC10730913,https://www.bioconductor.org/packages/release/data/experiment/html/SubcellularSpatialData.html
janesick2023_visium_2,Human breast cancer Xenium and Visium dataset,10x Genomics Xenium and Visium,breast cancer,GSE243280,body,1,10.1038/s41467-023-43458-x,PMC10730913,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast
10x_genomics_vis2023_visium,"10x Genomics Visium Spatial Gene Expression demonstration datasets (10 tissues: mouse brain, human brain, mouse kidney, human breast cancer, human heart, human lymph node)",10x Genomics Visium,"Multiple tissues (mouse brain, human brain, mouse kidney, human breast cancer, human heart, human lymph node)",10.5281/zenodo.10063263,body,1,10.1038/s41467-023-44017-0,PMC10719260,https://support.10xgenomics.com/spatial-gene-expression/datasets/
