model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC12211972,PMC12211972,PMC12211972,wu2024_visium,analysis/benchmark,aging mouse brain dataset
PMC9881287,Single-cell spatial explorer: easy exploration of spatial and multimodal transcriptomics,https://doi.org/10.1186/s12859-023-05150-1,human_spleen_sam2023_visium,analysis/benchmark,Human spleen sample
PMC9881287,Single-cell spatial explorer: easy exploration of spatial and multimodal transcriptomics,https://doi.org/10.1186/s12859-023-05150-1,deng2022_spatialcutta,analysis/benchmark,Murine sample ME11 H3K27me3 50um
PMC9881287,Single-cell spatial explorer: easy exploration of spatial and multimodal transcriptomics,https://doi.org/10.1186/s12859-023-05150-1,deng2022_spatialcutta_2,analysis/benchmark,Human tonsil sample
PMC11126885,PMC11126885,PMC11126885,maynard2021_visium,analysis/benchmark,dorsolateral prefrontal cortex (DLPFC) dataset
PMC11126885,PMC11126885,PMC11126885,fang2022_merfish,analysis/benchmark,MERFISH mouse visual cortex dataset
PMC12311794,PMC12311794,PMC12311794,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12311794,PMC12311794,PMC12311794,moffitt2018_merfish,analysis/benchmark,MERFISH MPOA dataset
PMC12311794,PMC12311794,PMC12311794,hu2021_visium,analysis/benchmark,Mouse brain coronal section dataset
PMC12311794,PMC12311794,PMC12311794,cable2022_slideseq,analysis/benchmark,AD mouse hippocampus dataset
PMC12311794,PMC12311794,PMC12311794,liu2020_dbit,analysis/benchmark,DBiT-seq E11 mouse embryo dataset
PMC12311794,PMC12311794,PMC12311794,zhang2024_visium,analysis/benchmark,Human embryonic limb dataset
PMC12311794,PMC12311794,PMC12311794,chen2022_stereo,analysis/benchmark,E16.5 mouse brain Stereo-seq dataset
PMC11972348,PMC11972348,PMC11972348,maynard2021_visium,analysis/benchmark,human dorsolateral prefrontal cortex (DLPFC) datasets
PMC11972348,PMC11972348,PMC11972348,codeluppi2018_osmfish,analysis/benchmark,somatosensory cortex osmFISH dataset
PMC11972348,PMC11972348,PMC11972348,coutant2023_st,analysis/benchmark,triple-negative breast cancer (TNBC) ST data
PMC11972348,PMC11972348,PMC11972348,chen2022_stereo,analysis/benchmark,Stereo-seq data of mouse embryos
PMC11972348,PMC11972348,PMC11972348,stickels2021_slideseq,analysis/benchmark,mouse hippocampus Slide-seqV2 data
PMC12047910,PMC12047910,PMC12047910,andersson2021_unknown,analysis/benchmark,HER2-positive breast tumors
PMC12047910,PMC12047910,PMC12047910,ji2020_unknown,analysis/benchmark,Squamous cell carcinoma dataset (ST-SCC)
PMC11541207,PMC11541207,PMC11541207,stickels2021_slideseq,analysis/benchmark,Slide-seq V2 mouse hippocampus dataset
PMC11541207,PMC11541207,PMC11541207,he2022_spatial_mole,analysis/benchmark,CosMx SMI human non-small cell lung cancer (NSCLC) dataset (Lung #5-3)
PMC11541207,PMC11541207,PMC11541207,wang2022_stereo,analysis/benchmark,Stereo-seq mouse olfactory bulb dataset
PMC11541207,PMC11541207,PMC11541207,maynard2021_visium,analysis/benchmark,10x Genomics Visium human dorsolateral prefrontal cortex (DLPFC) dataset (12 slices)
PMC11541207,PMC11541207,PMC11541207,chen2022_stereo,analysis/benchmark,Stereo-seq mouse embryo development dataset (E9.5 to E16.5)
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,wang2020_visium,analysis/benchmark,Mouse brain sagittal posterior and coronal datasets
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,xu2024_visium,analysis/benchmark,Human breast cancer dataset
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,moncada2020_visium,analysis/benchmark,Human pancreatic ductal adenocarcinoma (PDAC) dataset
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,chen2022_stereo,analysis/benchmark,E9.5 mouse embryo dataset (Slice #E9.5_E1_S1 and Slice #E9.5_E2_S3)
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,wang2018_starmap,analysis/benchmark,Mouse visual cortex STARmap dataset
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,codeluppi2018_osmfish,analysis/benchmark,Mouse somatosensory cortex osmFISH dataset
PMC12768284,MMSpa is a deep learning-based tool that enhances the identification of spatial domains in spatial transcriptomics studies,https://doi.org/10.1371/journal.pbio.3003580,chen2015_merfish,analysis/benchmark,Mouse hypothalamus MERFISH dataset
PMC11722551,PMC11722551,PMC11722551,maynard2021_visium,analysis/benchmark,Visium LIBD dorsolateral prefrontal cortex data
PMC11722551,PMC11722551,PMC11722551,xia2019_merfish,analysis/benchmark,MERFISH mouse hypothalamic preoptic region data
PMC11722551,PMC11722551,PMC11722551,chen2017_st,analysis/benchmark,BaristaSeq data
PMC11722551,PMC11722551,PMC11722551,chen2022_stereo,analysis/benchmark,StereoSeq data
PMC11722551,PMC11722551,PMC11722551,wang2018_starmap,analysis/benchmark,STARmap data
PMC12667549,PMC12667549,PMC12667549,xia2019_merfish,analysis/benchmark,"MERFISH datasets (04, 09, 14, 19, 24)"
PMC12667549,PMC12667549,PMC12667549,andersson2021_st,analysis/benchmark,"ST datasets (A1, B1, C1, D1, E1, F1, H1)"
PMC12667549,PMC12667549,PMC12667549,maynard2021_visium,analysis/benchmark,Visium Dorsolateral Prefrontal Cortex (DLPFC) datasets (12 slices)
PMC12667549,PMC12667549,PMC12667549,chen2022_stereo,analysis/benchmark,StereoSeq datasets (MOSTA)
PMC12667549,PMC12667549,PMC12667549,chen2017_st,analysis/benchmark,"BaristaSeq datasets (Slice 1, Slice 2, Slice 3)"
PMC12667549,PMC12667549,PMC12667549,wang2018_starmap,analysis/benchmark,STARmap dataset (STARmap1k)
TransST,TransST: transfer learning embedded spatial factor modeling of spatial transcriptomics data,https://doi.org/10.1186/s12859-025-06099-z,andersson2021_visium,analysis/benchmark,HER2-positive breast tumors / her2st
TransST,TransST: transfer learning embedded spatial factor modeling of spatial transcriptomics data,https://doi.org/10.1186/s12859-025-06099-z,lohoff2022_seqfish,analysis/benchmark,mouse embryos dataset
TransST,TransST: transfer learning embedded spatial factor modeling of spatial transcriptomics data,https://doi.org/10.1186/s12859-025-06099-z,ji2020_unknown,analysis/benchmark,squamous cell carcinoma dataset (ST-SCC)
PMC12135315,PMC12135315,PMC12135315,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) datasets
PMC12135315,PMC12135315,PMC12135315,wang2018_starmap,analysis/benchmark,Mouse primary visual cortex dataset
PMC12135315,PMC12135315,PMC12135315,wang2022_stereo_2,analysis/benchmark,Drosophila embryonic and larval development dataset
PMC12697357,T issue N arrator : Generative Modeling of Spatial Transcriptomics with Large Language Models,https://doi.org/10.1101/2025.11.24.690325,zhang2023_whole_mouse_brain_merfish,analysis/benchmark,Whole Mouse Brain (MERFISH)
PMC12697357,T issue N arrator : Generative Modeling of Spatial Transcriptomics with Large Language Models,https://doi.org/10.1101/2025.11.24.690325,binan2025_perturbfish,analysis/benchmark,Human melanoma (Perturb-FISH)
PMC12697357,T issue N arrator : Generative Modeling of Spatial Transcriptomics with Large Language Models,https://doi.org/10.1101/2025.11.24.690325,yeh2024_cosmx,analysis/benchmark,Human ovarian cancer (CosMx SMI)
PMC12561129,PMC12561129,PMC12561129,lzr2024_merfish,analysis/benchmark,Spatial Dynamics of Developing Human Heart
PMC12561129,PMC12561129,PMC12561129,xu2024_iss,analysis/benchmark,Developing human heart (EGA)
PMC12561129,PMC12561129,PMC12561129,kang2025_stereo,analysis/benchmark,Mouse Heart Spatiotemporal Atlas (Stereo-seq)
PMC12561129,PMC12561129,PMC12561129,xu2024_visium_2,analysis/benchmark,Mouse heart spatial transcriptomics (Visium)
PMC12561129,PMC12561129,PMC12561129,hoang2021_spatial_tran,analysis/benchmark,Human heart organoids spatial atlas
PMC12561129,PMC12561129,PMC12561129,engel2023_unknown,analysis/benchmark,Human SAN Cell Atlas
PMC12561129,PMC12561129,PMC12561129,litviukov2020_unknown,analysis/benchmark,Adult human heart cell atlas
PMC12561129,PMC12561129,PMC12561129,kanemaru2025_spatial_tran,analysis/benchmark,Spatially resolved multiomics of human cardiac niches
PMC12561129,PMC12561129,PMC12561129,kuppe2022_spatial_tran,analysis/benchmark,Spatial multi-omic map of human MI (Myocardial Infarction)
PMC12561129,PMC12561129,PMC12561129,xu2024_spatial_tran,analysis/benchmark,Human heart spatial transcriptomics (Disease)
PMC12561129,PMC12561129,PMC12561129,li2025_stereo,analysis/benchmark,Zebrafish heart regeneration atlas
PMC11588211,PMC11588211,PMC11588211,maynard2021_visium,analysis/benchmark,dorsolateral prefrontal cortex (DLPFC) dataset
PMC11588211,PMC11588211,PMC11588211,moncada2020_unknown,analysis/benchmark,pancreatic ductal adenocarcinoma (PDAC) dataset
PMC11588211,PMC11588211,PMC11588211,liu2022_unknown,analysis/benchmark,Phalaenopsis dataset
PMC11588211,PMC11588211,PMC11588211,chen2022_stereo,analysis/benchmark,Mouse olfactory bulb dataset
PMC11588211,PMC11588211,PMC11588211,allen2023_aging_brain_merfish,analysis/benchmark,Mouse hypothalamic preoptic dataset
PMC11272174,PMC11272174,PMC11272174,maynard2021_visium,analysis/benchmark,human dorsolateral prefrontal cortex (DLPFC) dataset
PMC11272174,PMC11272174,PMC11272174,stickels2021_slideseq,analysis/benchmark,mouse hippocampus dataset (Slide-seqV2)
PMC11272174,PMC11272174,PMC11272174,rodriques2019_slideseq,analysis/benchmark,mouse hippocampus dataset (Slide-seq)
PMC11272174,PMC11272174,PMC11272174,bae2023_visium,analysis/benchmark,mouse brain dataset (10x Genomics)
PMC11272174,PMC11272174,PMC11272174,xia2019_merfish_2,analysis/benchmark,MERFISH human osteosarcoma dataset
PMC11894098,PMC11894098,PMC11894098,visium_spatial_t_visium_2,analysis/benchmark,Visium Spatial Transcriptomics
PMC11894098,PMC11894098,PMC11894098,s4p_spatial_prot_st,analysis/benchmark,S4P Spatial Proteomics
PMC9745188,PMC9745188,PMC9745188,spatial_transcri_visium,analysis/benchmark,Spatial transcriptomics normal and ischemic stroke brain section datasets
PMC10076218,PMC10076218,PMC10076218,spatial_atac_rna_dbit,analysis/benchmark,"Spatial ATAC-RNA-seq and Spatial CUT&Tag-RNA-seq data (E13 mouse embryo, juvenile P21/P22 mouse brain, adult human hippocampus)"
PMC10076218,PMC10076218,PMC10076218,bartosovic2022_sccuttag,analysis/benchmark,Mouse brain scCUT&Tag H3K27ac data
PMC10076218,PMC10076218,PMC10076218,bartosovic2021_sccuttag,analysis/benchmark,Mouse brain scCUT&Tag H3K4me3 data
PMC12496014,PMC12496014,PMC12496014,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12496014,PMC12496014,PMC12496014,human_breast_can_visium,analysis/benchmark,Human breast cancer dataset (IDC)
PMC12496014,PMC12496014,PMC12496014,wang2018_starmap,analysis/benchmark,Mouse primary visual cortex 1020 gene dataset
PMC12496014,PMC12496014,PMC12496014,codeluppi2018_osmfish,analysis/benchmark,Mouse brain cortex osmFISH data
PMC12496014,PMC12496014,PMC12496014,lohoff2022_seqfish,analysis/benchmark,Mouse embryogenesis dataset
PMC11922765,PMC11922765,PMC11922765,hoch2022multiplexed,analysis/benchmark,metastatic melanoma dataset
PMC11922765,PMC11922765,PMC11922765,wang2023_imc,analysis/benchmark,CRC liver metastases dataset
PMC11922765,PMC11922765,PMC11922765,danenberg2022_imc,analysis/benchmark,breast tumor dataset
SpaNorm,SpaNorm: spatially-aware normalization for spatial transcriptomics data,https://doi.org/10.1186/s13059-025-03565-y,maynard2021_visium,analysis/benchmark,10x Visium Human DLPFC dataset
SpaNorm,SpaNorm: spatially-aware normalization for spatial transcriptomics data,https://doi.org/10.1186/s13059-025-03565-y,janesick2023_xenium,analysis/benchmark,10x Xenium breast cancer dataset (IDC and ILC) / Human BRCA Xenium dataset
SpaNorm,SpaNorm: spatially-aware normalization for spatial transcriptomics data,https://doi.org/10.1186/s13059-025-03565-y,he2022_cosmx,analysis/benchmark,NanoString CosMx non-small cell lung cancer dataset
SpaNorm,SpaNorm: spatially-aware normalization for spatial transcriptomics data,https://doi.org/10.1186/s13059-025-03565-y,chen2022_st,analysis/benchmark,BGI STOmics mouse brain dataset
PMC12259099,PMC12259099,PMC12259099,codex_mif_data_a_visium,analysis/benchmark,CODEX MIF Data and Visium ST Data
PMC11957009,PMC11957009,PMC11957009,codeluppi2018_osmfish,analysis/benchmark,osmFISH-brain
PMC11957009,PMC11957009,PMC11957009,janesick2023_xenium,analysis/benchmark,Xenium-breast
PMC11957009,PMC11957009,PMC11957009,marco2023_xenium,analysis/benchmark,Xenium-brain
PMC11957009,PMC11957009,PMC11957009,lohoff2022_seqfish,analysis/benchmark,seqFISH-embryo
PMC11957009,PMC11957009,PMC11957009,lohoff2022_iss,analysis/benchmark,HybISS
PMC11957009,PMC11957009,PMC11957009,tang2024_unknown,analysis/benchmark,AD/HC spatial data
PMC12632580,PMC12632580,PMC12632580,codeluppi2018_osmfish,analysis/benchmark,osmFISH-brain
PMC12632580,PMC12632580,PMC12632580,janesick2023_xenium,analysis/benchmark,Xenium-breast
PMC12632580,PMC12632580,PMC12632580,lohoff2022_seqfish,analysis/benchmark,seqFISH-embryo
PMC12632580,PMC12632580,PMC12632580,la2021_xenium,analysis/benchmark,Xenium-brain
PMC11701751,PMC11701751,PMC11701751,scp_codex1_codex,analysis/benchmark,SCP_CODEX1
PMC11701751,PMC11701751,PMC11701751,schrch2020_codex,analysis/benchmark,SCP_CODEX3
PMC11701751,PMC11701751,PMC11701751,liu2022_mibi,analysis/benchmark,SCP_MIBI-TOF1
PMC12418390,PMC12418390,PMC12418390,andersson2021_visium,analysis/benchmark,human HER2-positive breast cancer dataset (HER2+)
PMC12418390,PMC12418390,PMC12418390,ji2020_visium,analysis/benchmark,human cutaneous squamous cell carcinoma dataset (cSCC)
PMC12005799,PMC12005799,PMC12005799,maynard2021_visium,analysis/benchmark,"Human dorsolateral prefrontal cortex (DLPFC) datasets (slices 151674, 151675, 151508)"
PMC12005799,PMC12005799,PMC12005799,mouse_posterior__visium,analysis/benchmark,Mouse anterior brain dataset
PMC12005799,PMC12005799,PMC12005799,ma2023_visium,analysis/benchmark,Human psoriasis skin dataset
PMC12005799,PMC12005799,PMC12005799,chen2022_stereo_2,analysis/benchmark,Mouse olfactory bulb (MOB) dataset (Stereo-seq)
PMC12005799,PMC12005799,PMC12005799,rodriques2019_slideseq,analysis/benchmark,Mouse olfactory bulb (MOB) dataset (Slide-seqV2)
PMC9181802,PMC9181802,PMC9181802,linus2019_seqfish,analysis/benchmark,SeqFISH
PMC9181802,PMC9181802,PMC9181802,wang2018_starmap,analysis/benchmark,STARmap
PMC9181802,PMC9181802,PMC9181802,codeluppi2018_cyclic_smfis,analysis/benchmark,OsmFISH
PMC9181802,PMC9181802,PMC9181802,xia2019_merfish_2,analysis/benchmark,MERFISH
PMC12208067,PMC12208067,PMC12208067,maynard2021_visium,analysis/benchmark,LIBD human dorsolateral prefrontal cortex (DLPFC) dataset
PMC10406862,PMC10406862,PMC10406862,wang2018_starmap,analysis/benchmark,Mouse visual cortex dataset
PMC10406862,PMC10406862,PMC10406862,stickels2021_slideseq,analysis/benchmark,Mouse hippocampus dataset
PMC10406862,PMC10406862,PMC10406862,asp2019_iss,analysis/benchmark,Developing human heart data
